  0.866541   0.928393  -0.133365  -0.918459   0.418805 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
 -0.903716  -0.353990   0.298081   0.624870   0.933322 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
  0.424778  -0.909618   0.243149   0.381063  -0.452715 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
 -0.316366   0.450228  -0.173993  -0.761875   0.914758 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
  0.659848  -0.720437   0.650668   0.466601   0.371106 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
  0.363634   0.727631   0.044233   0.831874   0.618072 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
 -0.880597   0.758303   0.967333   0.613954   0.927563 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
  0.596264  -0.256322   0.362605   0.096372   0.229724 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
 -0.773038   0.313035   0.948870   0.918846  -0.457280 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
  0.869982  -0.196538  -0.499404  -0.585970  -0.043914 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
 -0.213640  -0.809556  -0.374300   0.899783  -0.793577 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
 -0.157570  -0.242473   0.724573   0.308814   0.116265 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
 -0.040746  -0.132662   0.360145   0.765585  -0.244007 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
  0.409565  -0.788567  -0.518873   0.720406   0.800900 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
  0.001955  -0.139155   0.313414   0.855207  -0.524208 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
  0.939810  -0.523969  -0.668322  -0.939951   0.336572 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
 -0.649473   0.612687   0.060342  -0.779061  -0.234968 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
  0.427909   0.719945  -0.668199   0.405196   0.182851 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
 -0.196441  -0.443308   0.796437   0.851706  -0.377466 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
 -0.164004  -0.319395  -0.867121  -0.901727  -0.232612 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
 -0.964087  -0.082720   0.032070  -0.317152  -0.273650 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
  0.330154  -0.142932  -0.820434   0.428253   0.684756 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
  0.886793   0.227842  -0.909504   0.565997   0.748068 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
 -0.282091   0.952283  -0.104975  -0.928367   0.428706 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
  0.513785  -0.527252   0.920662   0.745130   0.145579 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
  0.672598  -0.159787  -0.493963  -0.071923   0.402526 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
  0.545309  -0.657246  -0.618784   0.235505  -0.006942 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
  0.772021  -0.293611   0.856471  -0.323001  -0.486173 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
 -0.023259  -0.095507  -0.029095  -0.227489   0.803385 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
  0.212311   0.019514   0.371618  -0.665636  -0.240573 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
  0.559124  -0.382672  -0.476316   0.535352   0.158616 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
 -0.554926  -0.959835   0.881107   0.440559   0.688602 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
 -0.264728   0.992104   0.488492  -0.904347  -0.154842 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
  0.610397  -0.182479   0.621622   0.928334   0.699980 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
 -0.072129   0.733957   0.276160   0.789193   0.163042 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
  0.536660  -0.558766   0.175587  -0.988028  -0.085466 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
  0.183688   0.172579  -0.621724   0.792401   0.971616 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
 -0.767799  -0.578872  -0.166803  -0.477998  -0.866572 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
  0.167950   0.945457  -0.860155  -0.175568  -0.126717 
 -0.061551  -0.870438   0.976670   0.165583  -0.153007 
 -0.754357  -0.756477   0.186186  -0.022856   0.453418 
