35
0.838496 0.568072
0.370414 0.70274
0.546571 0.44488
0.694567 0.62131
0.794821 0.356843
0.52259 0.880142
0.372956 0.79747
0.271447 0.252329
0.875742 0.737306
0.236519 0.2
0.803898 0.2
0.298723 0.661443
0.284409 0.469224
0.164781 0.488335
0.582792 0.423496
0.515512 0.333951
0.432907 0.23
0.579807 0.760365
0.529823 0.640526
0.24 0.379818
0.783329 0.680846
0.461095 0.567829
0.794211 0.591826
0.602869 0.502688
0.415375 0.304999
0.874367 0.350095
0.76795 0.870845
0.790083 0.788862
0.418659 0.498311
0.213963 0.643492
0.340036 0.630099
0.726632 0.411953
0.744566 0.267947
0.439924 0.53338
0.683332 0.2
58

    10    20    14
    27    28     9
    18    28    27
     8    20    10
    20     8    25
    28    21     9
    21    18     4
    18    21    28
     6    18    27
    18     6     7
    18    19     4
    17    16    25
    16    17    35
    35    17    10
    17     8    10
     8    17    25
    13    20    25
    20    13    14
    13    30    14
    13    31    30
    30    12     7
    31    12    30
    26     5    11
    32    24    15
    24    32     4
    19    24     4
    32    33     5
    33    35    11
     5    33    11
    33    32    15
    16    33    15
    33    16    35
    23    21     4
    32    23     4
    12     2     7
     2    12    31
     2    18     7
     2    19    18
    24     3    15
     3    16    15
     1    32     5
     1    23    32
    26     1     5
     1    26     9
    21     1     9
    23     1    21
    13    29    31
    29    13    25
    16    29    25
     3    29    16
    22     2    31
     2    22    19
    22    24    19
    22     3    24
    29    34    31
    34    22    31
    34    29     3
    22    34     3
