35
0.838496 0.568072
0.370414 0.70274
0.546571 0.44488
0.694567 0.62131
0.794821 0.356843
0.52259 0.880142
0.372956 0.79747
0.271447 0.252329
0.875742 0.737306
0.236519 0.2
0.803898 0.2
0.298723 0.661443
0.284409 0.469224
0.164781 0.488335
0.582792 0.423496
0.515512 0.333951
0.432907 0.23
0.579807 0.760365
0.529823 0.640526
0.24 0.379818
0.783329 0.680846
0.461095 0.567829
0.794211 0.591826
0.602869 0.502688
0.415375 0.304999
0.874367 0.350095
0.76795 0.870845
0.790083 0.788862
0.418659 0.498311
0.213963 0.643492
0.340036 0.630099
0.726632 0.411953
0.744566 0.267947
0.439924 0.53338
0.683332 0.2
