0 0
1 0
1 1
0 1
0.502292 0.0471659
0.209907 0.678769
0.528482 0.724696
0.801893 0.0248922
0.837946 0.606643
0.744085 0.202125
0.216183 0.0453878
0.363933 0.965868
0.480172 0.09101
0.360622 0.561628
0.574392 0.936005
0.150454 0.512006
0.082784 0.324376
0.777363 0.844253
0.466246 0.734079
0.682889 0.0934539
0.850937 0.977492
0.198297 0.253312
0.485346 0.68019
0.418746 0.684918
0.315508 0.930146
0.045178 0.601148
0.816103 0.459312
0.328869 0.361975
0.899706 0.32381
0.356956 0.560877
0.523208 0.907588
0.316739 0.449701
0.840392 0.647592
0.242065 0.693049
0.461663 0.233661
0.174095 0.13838
0.496625 0.663139
0.956487 0.189698
0.326642 0.253492
0.324574 0.703238
0.00250776 0.99692
0.990384 0.433953
0.0338253 0.0701903
0.0784697 0.214298
0.491692 0.153399
0.557677 0.625189
0.341957 0.692984
0.173055 0.0267326
0.691451 0.773525
0.909057 0.720707
0.744261 0.596536
0.976309 0.962942
0.0230054 0.360686
0.48432 0.0241318
0.567301 0.102557
0.828753 0.874946
0.543587 0.744206
0.846972 0.353186
0.604685 0.277034
0.441722 0.690825
0.21796 0.514295
0.899274 0.610762
0.516351 0.839314
0.851116 0.382038
0.242849 0.743941
0.579267 0.952139
0.976197 0.850998
0.758947 0.780252
0.959245 0.723281
0.857669 0.854668
0.907857 0.767238
0.441712 0.612599
0.787452 0.283022
0.0532082 0.709754
0.541364 0.433238
0.118629 0.913861
0.0792407 0.21227
0.968099 0.302515
0.0952901 0.684267
0.782056 0.726731
0.172252 0.939656
0.107155 0.00172031
0.0943692 0.154454
0.15289 0.760273
0.10562 0.43398
0.653852 0.201155
0.831318 0.967708
0.404297 0.153209
0.78475 0.200212
0.279869 0.560748
0.555868 0.402406
0.31625 0.13788
0.157125 0.454407
0.839207 0.679429
0.920594 0.0209078
0.378958 0.531667
0.79632 0.499041
0.907049 0.0592225
0.558937 0.385863
0.383117 0.0158914
0.0599191 0.629983
0.141551 0.563657
0.599965 0.517803
0.896379 0.231903
0.46351 0.0763358
0.222964 0.847477
0.865907 0.12056
0.257577 0.0116672
0.504442 0.649577
0.366374 0.465834
0.227603 0.311329
0.0636355 0.82351
0.3334 0.743603
0.441421 0.951177
0.673556 0.41932
0.705061 0.79213
0.193185 0.430416
0.686118 0.605677
0.347033 0.600429
0.263071 0.198116
0.936161 0.0273764
0.647872 0.465526
0.660153 0.0867814
0.510245 0.491196
0.819477 0.85605
0.7965 0.577316
0.694353 0.634494
0.703772 0.415536
0.355681 0.603431
0.921819 0.165029
0.295555 0.908664
0.91237 0.603772
0.308423 0.365145
0.394347 0.52125
0.372058 0.0379095
0.324021 0.782852
0.312294 0.112883
0.765054 0.798175
0.831734 0.554556
0.979757 0.723628
0.877601 0.297358
0.603889 0.249175
0.723292 0.433482
0.319952 0.469533
0.239471 0.93493
0.625607 0.429615
0.422493 0.107817
0.24344 0.901618
0.960254 0.097175
0.727658 0.132209
0.112517 0.147886
0.207097 0.536119
0.517846 0.900923
0.367707 0.458908
0.139533 0.221707
0.790633 0.31309
0.975204 0.842409
0.882831 0.403746
0.914686 0.987729
0.0666625 0.68505
0.119071 0.912256
0.86846 0.631058
0.709211 0.0336228
0.925846 0.361229
0.793199 0.299537
0.265243 0.329126
0.314824 0.941351
0.904754 0.620037
0.485664 0.3866
0.200123 0.689156
0.503335 0.668941
0.934285 0.50329
0.745045 0.294551
0.800375 0.614598
0.350488 0.673774
0.383474 0.244337
0.503287 0.666961
0.731021 0.0314384
0.485929 0.787795
0.156579 0.0594622
0.792675 0.0359341
0.512688 0.560481
0.26984 0.611407
0.577803 0.270342
0.524059 0.561337
0.833157 0.181803
0.26794 0.279043
0.356037 0.426443
0.953954 0.350756
0.950838 0.983958
0.859199 0.252193
0.729235 0.706106
0.38289 0.225717
0.488637 0.553329
0.644118 0.488556
0.984913 0.473579
0.930931 0.952826
0.171344 0.080785
0.387626 0.69772
0.0732362 0.115753
0.157288 0.105939
0.330401 0.535513
0.858018 0.75742
0.371243 0.377368
0.0698892 0.0039269
0.128254 0.954941
0.852527 0.503592
0.763559 0.205162
0.149659 0.0559037
0.024225 0.448079
0.669069 0.53379
0.0651991 0.236533
