39
0 0
1 0
1 1
0 1
0.838496 0.568072
0.370414 0.70274
0.546571 0.44488
0.694567 0.62131
0.794821 0.356843
0.52259 0.880142
0.372956 0.79747
0.271447 0.252329
0.875742 0.737306
0.236519 0.217567
0.803898 0.199138
0.298723 0.661443
0.284409 0.469224
0.164781 0.488335
0.582792 0.423496
0.515512 0.333951
0.432907 0.22595
0.579807 0.760365
0.529823 0.640526
0.209069 0.379818
0.783329 0.680846
0.461095 0.567829
0.794211 0.591826
0.602869 0.502688
0.415375 0.304999
0.874367 0.350095
0.76795 0.870845
0.790083 0.788862
0.418659 0.498311
0.213963 0.643492
0.340036 0.630099
0.726632 0.411953
0.744566 0.267947
0.439924 0.53338
0.683332 0.21256
72
21 2 1
18 4 1
10 3 4
14 21 1
30 3 2
11 10 4
24 18 1
24 14 1
39 21 2
34 18 4
34 11 4
31 10 3
17 24 18
17 34 18
29 17 24
15 30 2
15 39 2
9 15 30
9 30 5
35 17 34
22 11 10
22 23 8
22 31 10
25 27 8
25 22 8
25 27 5
12 24 14
12 29 24
12 14 21
12 29 21
33 29 17
33 35 38
33 35 17
20 39 21
20 29 21
20 33 29
37 15 39
37 9 15
16 34 11
16 35 34
26 35 38
32 22 31
32 25 22
28 23 8
28 26 23
6 16 11
6 16 35
6 22 11
6 22 23
6 26 23
6 26 35
13 25 5
13 32 25
13 30 3
13 30 5
13 31 3
13 32 31
19 20 39
19 37 39
7 26 38
7 28 26
7 19 28
7 33 38
7 20 33
7 19 20
36 37 9
36 19 37
36 19 28
36 27 5
36 9 5
36 27 8
36 28 8
