1 49     1.4781341107871715 
1 72    -0.4146709704289876 
1 46    -4.4271137026239042 
1 71     0.5422740524781333 
1 33     0.1399416909620991 
1 68     0.9265670553935855 
1 78     0.3859329446064136 
1 79     4.8463140358184065 
1 80    -0.7390670553935857 
1 81     0.0276967930029152 
1 82    -0.2128019575177007 
1 83    -1.3531341107871715 
1 63    -0.1931486880466466 
1 65     0.0553935860058306 
1 28    -0.4664723032069970 
1 88     0.1636297376093290 
1 89     0.1622240733027897 
1 90    -0.0276967930029153 
1 91     0.0699708454810495 
1 92    -0.1084964598084129 
1 93    -0.0553935860058305 
1 74     0.4098292378175758 
1 75    -0.1399416909620990 
1 76    -0.0699708454810495 
2 49     1.7317784256559761 
2 72    -0.5829862557267800 
2 46    -5.8746355685131171 
2 71     0.8396501457725937 
2 33     0.2798833819241981 
2 68     0.9908892128279878 
2 78     0.5371720116618071 
2 79     6.2873802582257374 
2 80    -0.8658892128279880 
2 81     0.0451895043731776 
2 82    -0.2998750520616407 
2 83    -1.7317784256559761 
2 63    -0.3148688046647219 
2 65     0.0903790087463553 
2 28    -0.9329446064139937 
2 88     0.2685860058309031 
2 89     0.2646813827571831 
2 90    -0.0451895043731776 
2 91     0.1399416909620989 
2 92    -0.1834652228238230 
2 93    -0.0903790087463551 
2 74     0.8663057059558512 
2 75    -0.2798833819241980 
2 76    -0.1399416909620990 
3 49     1.5860058309037894 
3 72    -0.7446897126197410 
3 46    -5.5043731778425631 
3 71     1.1895043731778412 
3 33     0.5597667638483962 
3 68     0.7930029154518944 
3 78     0.6763848396501451 
3 79     5.7642648896293185 
3 80    -0.7930029154518947 
3 81     0.0699708454810491 
3 82    -0.3840066638900453 
3 83    -1.5860058309037894 
3 63    -0.4868804664723014 
3 65     0.1399416909620985 
3 28    -1.8658892128279874 
3 88     0.4198250728862964 
3 89     0.4098292378175736 
3 90    -0.0699708454810493 
3 91     0.2798833819241979 
3 92    -0.2998750520616404 
3 93    -0.1399416909620983 
3 74     1.8259058725531019 
3 75    -0.5597667638483961 
3 76    -0.2798833819241980 
4 49     0.5597667638483966 
4 72    -0.7896709704289873 
4 46    -1.9475218658892133 
4 71     1.3994169096209901 
4 33     1.1195335276967926 
4 68     0.2798833819241982 
4 78     0.6997084548104952 
4 79     1.9075385256143276 
4 80    -0.2798833819241983 
4 81     0.0991253644314864 
4 82    -0.4079550187421905 
4 83    -0.5597667638483966 
4 63    -0.6880466472303182 
4 65     0.1982507288629730 
4 28    -3.7317784256559747 
4 88     0.6049562682215732 
4 89     0.5805914202415629 
4 90    -0.0991253644314865 
4 91     0.5597667638483960 
4 92    -0.4656393169512695 
4 93    -0.1982507288629728 
4 74     3.8384006663890027 
4 75    -1.1195335276967924 
4 76    -0.5597667638483961 
