0.194704 0.205795 0.755163 0.262863 0.424695 
0.636366 0.606761 0.311014 0.341299 0.783096 
0.290291 0.464235 0.14749 0.853665 0.619886 
0.937938 0.335308 0.210528 0.642004 0.0995074 
0.563832 0.469859 0.992439 0.00301411 0.262292 
0.299847 0.384036 0.998499 0.741585 0.450614 
0.347923 0.365037 0.635802 0.169704 0.242033 
0.794022 0.509243 0.678988 0.369876 0.71228 
0.126552 0.719452 0.219138 0.902118 0.294456 
0.855906 0.456051 0.741637 0.319713 0.549249 
0.574815 0.932947 0.042538 0.818439 0.65863 
0.142643 0.273681 0.245826 0.214118 0.579666 
0.0819817 0.859205 0.082927 0.935871 0.71225 
0.513279 0.271053 0.471572 0.491447 0.458393 
0.366691 0.0343775 0.569062 0.500933 0.0894534 
0.444927 0.705966 0.448216 0.193519 0.229427 
0.33124 0.734574 0.0197365 0.634214 0.992155 
0.0120699 0.793638 0.807078 0.698664 0.665807 
0.281158 0.750642 0.104579 0.0340463 0.718078 
0.0889511 0.415212 0.849377 0.227096 0.735808 
0.943561 0.450857 0.948259 0.791464 0.366738 
0.588997 0.705362 0.726291 0.120805 0.412658 
0.665678 0.787516 0.962022 0.420133 0.926298 
0.423016 0.950027 0.978383 0.26799 0.0784887 
0.0834242 0.543749 0.617155 0.36509 0.339555 
0.173151 0.265973 0.494261 0.809314 0.554634 
0.152217 0.565653 0.253679 0.2605 0.991682 
0.232287 0.682549 0.860334 0.593399 0.605976 
0.741434 0.690859 0.797133 0.670449 0.899394 
0.847034 0.499951 0.491669 0.165832 0.634918 
0.781977 0.321701 0.880462 0.386193 0.781736 
0.509043 0.99547 0.910333 0.182492 0.903935 
0.955694 0.701663 0.670516 0.760492 0.987241 
0.404662 0.431262 0.106453 0.588935 0.215556 
0.552519 0.111149 0.00787177 0.683889 0.0143287 
0.407042 0.896295 0.927089 0.439686 0.94341 
0.190482 0.276697 0.032318 0.155879 0.830637 
0.246113 0.543374 0.384843 0.11764 0.64195 
0.93165 0.134649 0.329324 0.217869 0.651697 
0.106786 0.7288 0.959424 0.00446984 0.0767697 
0.0100768 0.299791 0.447922 0.155578 0.372898 
0.136404 0.134562 0.950133 0.340166 0.754547 
0.462191 0.525293 0.651161 0.209261 0.740851 
0.0936639 0.345897 0.951767 0.38353 0.797428 
0.31647 0.262887 0.227066 0.756095 0.387909 
0.513711 0.596289 0.00630205 0.988004 0.28333 
0.502962 0.692668 0.337469 0.859026 0.0592322 
0.256197 0.440428 0.757012 0.927454 0.165663 
0.35871 0.589664 0.224763 0.0363184 0.433866 
0.989662 0.7228 0.90717 0.591753 0.377749 
0.433469 0.427167 0.449512 0.77002 0.824215 
0.983245 0.895573 0.581141 0.599493 0.75275 
0.626498 0.0644652 0.640289 0.740787 0.908634 
0.605951 0.576086 0.112293 0.914 0.191256 
0.160948 0.817547 0.65841 0.367099 0.948637 
0.468042 0.970838 0.193107 0.506844 0.971507 
0.837248 0.113292 0.571669 0.575496 0.659218 
0.0643251 0.482636 0.0455617 0.769865 0.679905 
0.287384 0.924655 0.734579 0.795994 0.396873 
0.627661 0.276034 0.066404 0.994636 0.15479 
0.197188 0.376611 0.116805 0.0905168 0.245855 
0.874041 0.696 0.67771 0.813386 0.46231 
0.147287 0.698699 0.93714 0.261147 0.745524 
0.859535 0.779221 0.727424 0.401817 0.100879 
0.963512 0.472524 0.279285 0.549935 0.866185 
0.0924464 0.506246 0.938701 0.629994 0.787462 
0.146756 0.146367 0.326549 0.462987 0.336088 
0.453556 0.210995 0.712133 0.312424 0.443748 
0.757001 0.644827 0.218894 0.348508 0.800158 
0.6152 0.708992 0.822214 0.473231 0.0783325 
0.135678 0.313711 0.954114 0.19493 0.822576 
0.302998 0.072765 0.54123 0.791458 0.943735 
0.415326 0.670095 0.0905217 0.236552 0.73404 
0.649913 0.928258 0.341958 0.592916 0.409266 
0.834675 0.221527 0.842284 0.79514 0.582116 
0.366688 0.523335 0.522104 0.265953 0.664136 
0.128354 0.664042 0.667647 0.927976 0.931545 
0.896636 0.109478 0.430827 0.932571 0.610169 
0.181207 0.207263 0.70955 0.611408 0.653719 
0.549027 0.079932 0.0271761 0.722114 0.606988 
0.97634 0.176839 0.0399214 0.260891 0.510353 
0.463159 0.686711 0.549966 0.0507726 0.766907 
0.577014 0.906712 0.929194 0.611257 0.598957 
0.437109 0.0439875 0.173629 0.0393151 0.0935853 
0.273649 0.977414 0.0935511 0.589332 0.172701 
0.425244 0.00705044 0.586913 0.419162 0.90926 
0.0328882 0.998576 0.698038 0.746907 0.926617 
0.0877576 0.827414 0.37497 0.217915 0.999738 
0.895457 0.11389 0.0928638 0.189905 0.389977 
0.396995 0.354597 0.58408 0.949431 0.0200589 
0.441466 0.656302 0.523829 0.3992 0.869144 
0.885573 0.534326 0.97539 0.375403 0.540015 
0.724812 0.79466 0.214494 0.537418 0.450662 
0.456772 0.838077 0.201644 0.740119 0.0406033 
0.815219 0.762129 0.990893 0.0273159 0.449453 
0.635701 0.223928 0.695268 0.902942 0.0981906 
0.839 0.867182 0.661734 0.213661 0.0719019 
0.197765 0.853912 0.0109915 0.179155 0.0898403 
0.807497 0.517329 0.819853 0.707035 0.70749 
0.922993 0.573479 0.318084 0.0928215 0.634856 
0.743532 0.292547 0.908491 0.223048 0.0678664 
0.365708 0.17115 0.788554 0.146268 0.289638 
0.0200331 0.958594 0.085472 0.106487 0.686267 
0.923923 0.759611 0.871413 0.623846 0.935716 
0.110801 0.695434 0.609275 0.931951 0.42802 
0.113759 0.453627 0.546353 0.85209 0.386974 
0.00194252 0.982158 0.909923 0.190064 0.742439 
0.0168758 0.754697 0.692224 0.292038 0.264327 
0.25252 0.716707 0.616646 0.0775325 0.824248 
0.382383 0.524195 0.427524 0.878607 0.165769 
0.17455 0.646768 0.770877 0.993013 0.736717 
0.43074 0.171093 0.301882 0.441405 0.956457 
0.458706 0.454846 0.671969 0.7659 0.277509 
0.348039 0.347604 0.0706104 0.422216 0.981666 
0.748675 0.189748 0.770187 0.731541 0.206093 
0.133541 0.579399 0.907898 0.388432 0.795972 
0.596689 0.166027 0.445721 0.0340732 0.488442 
0.605872 0.900206 0.884296 0.3521 0.850291 
0.13005 0.892024 0.209034 0.675241 0.160386 
0.408512 0.367295 0.780441 0.561971 0.690534 
0.0306318 0.228352 0.82205 0.426536 0.376822 
0.728386 0.115895 0.698719 0.866374 0.944875 
0.475386 0.295442 0.542558 0.100684 0.766717 
0.905847 0.447319 0.849772 0.313251 0.546813 
