15888
0 2300 172.875
0 3581.25 176.625
0 4012.5 182.25
0 4393.75 208.75
0 4750 257.75
0 5068.75 345.5
0 5203.12 357.25
0 5334.38 400.375
0 5537.5 425
0 5809.38 392.625
0 6000 409.75
0 6168.75 393.875
0 6306.25 438.875
0 6468.75 505
0 6609.38 473.125
0 6784.38 492.25
0 6893.75 554.125
0 7096.88 673.125
0 7321.88 669.75
0 7646.88 537.375
0 7834.38 487.125
0 8053.12 445.75
0 8284.38 403.25
0 8437.5 464.25
0 8653.12 478.25
0 8896.88 413.5
0 9125 425.75
0 9340.62 553.375
0 9493.75 722.125
0 9603.12 765.875
0 9715.62 865.625
0 9784.38 876.125
0 9900 750.5
0 10021.9 584.875
0 10140.6 627.625
0 10340.6 877.75
0 10496.9 880.75
0 10637.5 837.75
0 10856.2 642.25
0 11106.2 455.625
0 11246.9 482.875
0 11346.9 608.375
0 11434.4 682.75
0 11593.8 650.25
0 11875 799.75
0 12162.5 818.125
0 12384.4 854.375
0 12631.2 800.625
9.375 12759.4 784.25
91.8186 5241.82 363.568
81.0547 7940.92 523.23
88.4818 9557.35 825.892
72.8977 9777.1 892.595
78.0273 11015.1 547.641
75 12716.6 762.323
78.125 12775 744
106.307 10072.9 583.435
131.055 4958.3 286.883
138.482 6453.68 460.698
148.438 7278.12 679.125
153.189 7495.84 624.576
132.812 9203.12 530.938
121.875 9425 683.062
131.01 10679 723.546
143.75 11335.9 675.812
125 12556.2 834.25
168.921 8489.72 449.779
146.875 9696.88 928.562
148.438 9965.62 637.5
143.75 11159.4 459.875
135.284 11777.1 709.089
198.126 5606.31 386.418
155.39 6936.52 586.011
159.375 7796.88 552.625
198.287 8018.13 516.186
171.875 8160.94 495.188
187.256 10190.2 711.531
183.014 10979 549.893
171.875 11448.4 764.25
179.205 11641.6 715.521
168.75 11970.3 810.5
190.625 12775 755.5
206.307 8302.1 415.914
175 8906.25 403.75
184.375 9807.81 810.875
276.522 5795.61 417.668
235.938 6829.69 653.375
250 9264.06 653.812
218.872 10358.1 899.614
242.188 10726.6 782.125
218.872 11267.6 543.441
229.205 11787.4 729.658
243.75 12360.9 851.625
223.438 8414.06 389.562
243.75 9595.31 974.75
264.062 9709.38 935.438
253.125 10026.6 619.125
251.562 10876.6 628
266.591 4236.93 244.774
289.707 4861.52 262.07
297.805 5222.97 379.371
271.973 6428.03 510.121
265.918 6503.03 529.473
278.005 6633.97 539.35
264.062 7146.88 679.438
287.614 8256.31 471.911
276.226 9448.29 823.54
264.488 10581.1 819.969
283.014 12093.1 880.006
268.693 12566.8 809.19
259.375 5434.38 371.438
304.205 10987.4 608.359
309.375 11854.7 784.125
280.851 4583.41 259.977
291.215 6263.18 415.703
316.591 6979.2 673.77
312.386 7395.8 592.491
329.902 8967.9 448.377
321.973 9546.97 971.211
353.125 9614.06 987.312
312.5 9875 760.812
339.062 10634.4 861.25
333.409 10739.5 806.402
318.693 10800 750.22
310.284 11166.6 476.762
343.75 11293.8 665.875
312.386 11383.4 757.484
350 6484.38 497.625
354.205 6727.33 585.952
354.688 8129.69 492.125
343.75 8485.94 380.875
364.359 8683.45 391.521
360.512 10425.2 899.084
381.128 4358.58 227.187
359.375 8392.19 384.562
296.289 8571.97 429.184
393.164 9203.03 568.977
381.307 10081.3 654.551
389.716 10775 742.718
376.226 10859.8 664.823
378.027 10981.8 620.293
382.354 11101.7 514.189
358.973 11585 833.834
387.614 12531.3 775.482
453.09 3792.9 186.376
395.312 6884.38 636.688
400 7260.02 636.739
402.451 7533.58 516.296
390.625 12775 726.375
443.921 6764.49 541.486
418.945 7415.92 581.438
381.25 7759.38 540.812
439.062 8326.56 439.062
425 9547.9 925.123
414.488 9966.59 667.453
443.921 11777.1 849.898
451.562 4603.12 231.5
443.872 7042.65 638.068
478.027 4797.75 267.27
462.386 6162.39 393.66
492.159 6358.58 379.345
462.386 6543.69 458.102
468.75 6650 508.562
483.409 7712.61 472.271
467.646 9788.48 831.021
465.625 10682.8 828.125
489.707 10911.8 616.657
451.874 11402.3 827.933
478.125 11976.6 898
476.874 4156.31 208.821
521.023 7154.2 559.312
478.125 7887.5 482.875
504.902 8452.94 363.286
523.287 11600 811.727
534.805 7458.58 549.079
518.693 8943.69 528.701
509.975 9462.94 793.312
530.836 10230.8 907.13
528.677 10513.5 922.457
513.981 11232 532.879
537.5 12609.4 771.75
543.945 4240.92 220.805
564.716 6076.65 423.211
548.774 6820.84 544.522
554.205 7635.51 462.098
528.125 10800 682.125
546.875 12775 810.125
567.646 4936.03 268.777
565.918 5143.16 362.789
590.625 6701.56 449.938
587.5 6975 610.938
584.375 7323.44 585.062
562.744 9156.13 623.656
570.098 10009.1 716.229
559.375 11379.7 783.625
596.191 12024.2 909.812
604.205 5293.69 399.77
639.355 6871.19 594.492
615.933 7876.23 420.315
609.082 9856.84 859.73
591.591 10708.4 762.228
600 11134.4 546.438
568.134 12457.8 837.352
643.384 4090.93 189.805
632.812 4679.69 230.625
572.912 5516.99 389.596
629.205 5695.8 382.47
598.438 8148.44 470.188
664.062 9528.12 899.188
615.195 12257.1 835.61
636.518 4372.06 211.177
650 6214.06 417.312
628.125 6534.38 385.562
619.727 8290.92 432.934
674.512 8543.87 377.924
646.875 8826.56 432.562
667.188 9087.5 533.812
645.795 9321.02 760.761
658.579 10896.8 738.932
663.329 9662.4 954.732
685.938 11510.9 722.562
707.812 12029.7 880.75
709.375 12775 860.5
712.109 5584.86 359.809
735.74 7358.18 514.832
713.482 10692.6 823.621
691.591 11016.6 673.064
693.693 11333.4 616.61
671.811 11880.4 893.126
722.898 7462.39 576.631
716.591 9216.82 630.177
765.625 11123.4 667.062
758.014 6373 334.969
731.616 7209.07 463.161
754.205 9358.41 686.435
763.482 9896.32 827.736
783.301 10837.9 874.121
756.25 11687.5 812.125
759.375 12656.2 812.188
788.482 5166.42 356.88
764.983 5881.01 331.715
785.512 7943.46 406.451
778.677 10044.6 746.75
771.973 10187.9 890.52
747.67 10441.8 946.406
776.562 12493.8 814.062
824.512 1486.52 197.881
778.809 4315.14 216.617
812.256 5401.48 354.138
785.284 6054.43 394.786
782.812 6646.88 465
776.713 6795.1 569.948
800 7003.96 568.299
794.932 7692.4 511.06
783.952 8138.51 363.271
823.438 8981.25 491
775 11256.2 575.062
814.062 12193.8 833.75
848.438 4592.19 230.25
831.25 5692.19 342.75
839.488 6150.23 372.232
882.812 6537.5 443.188
858.409 7137.39 489.49
850 9793.95 973.832
857.602 11342.7 670.716
874.219 11461.3 766.484
845.312 11598.4 720.562
886.031 4817.9 227.943
889.062 7264.06 428.375
873.774 8734.8 593.252
881.25 9643.75 923.5
900.228 10164.5 898.267
935.938 4232.81 197
903.027 5806.05 327.141
901.562 6667.19 528.562
900 6810.51 515.696
908.409 7854.2 460.94
896.973 7956.05 432.773
892.988 9291.99 580.73
876.874 9495.79 708.045
912.614 9735.51 994.247
912.669 10307.1 965.04
887.386 10595.6 935.739
934.375 12385.9 888.375
912.891 6205.27 363.691
918.945 7018.16 503.137
977.367 8322.47 382.231
904.688 11850 847.438
896.91 2534.14 190.658
962.5 3723.44 210.938
989.062 7646.88 431.875
942.188 8578.12 519.625
962.109 8668.16 623.059
957.702 10954.5 865.954
965.137 11112.9 757.617
980.273 11284.1 627.129
954.205 11437.6 787.267
959.375 11609.4 768.688
943.693 11731.1 773.128
962.5 11993.8 880.562
1020.41 5128.03 265.914
966.591 9972.9 781.5
956.616 10739.7 940.939
998.438 5726.56 313.75
1000 5921.88 291.688
987.98 6113.98 356.851
985.938 6323.44 322.688
1000 6741.59 446.301
1003.01 6904.01 540.822
995.312 7090.62 431.125
966.908 7405.64 511.753
1004.2 10631.1 959.424
981.616 11206.1 649.628
987.5 12596.9 827.812
1008.18 7775 422.711
1022.9 8764.49 714.549
1035.94 9092.19 566.812
1032.81 10068.8 798.875
1045.8 8672.9 634.062
1065.14 10840.9 913.59
1075 11520.3 820.625
1059.38 6607.81 393.625
1054.69 8906.25 668.938
1054.69 9576.56 794.688
1050.49 9870.1 907.432
1059.38 12775 882.375
1093.75 6465.62 347.188
1108.41 7078.98 436.804
1093.95 7468.95 456.691
1070.59 7914.71 346.689
1114.02 9399 866.55
1100 10752.1 925.311
1134.32 11270.1 635.749
1070.31 11371.9 703
1081.25 12126.6 881.688
1084.86 12443.2 874.258
1125 5848.54 332.945
1116.59 6716.82 449.077
1134.8 8589.71 606.031
1146.88 6243.75 294.312
1151.23 8773.77 778.928
1151.56 9968.75 835.5
1165.71 7278.38 374.224
1197.06 7727.94 340.305
1168.95 9615.14 889.453
1145.59 9757.84 978.84
1178.68 10637.7 887.492
1203.05 12326 922.611
1245.35 1430.14 187.177
1209.38 1707.81 197.5
1220.42 6024.47 280.231
1234.32 6406.13 394.175
1229.43 7124.77 393.217
1193.69 9185.28 660.385
1221.19 9430.27 961.102
1189.06 10167.2 941.062
1190.92 10956.1 902.207
1184.86 11012.9 894.656
1169.59 11757.6 832.635
1214.71 12000 893.352
1204.9 12524.5 891.705
1221.88 2093.75 201.438
1192.95 3060.1 230.716
1252.33 3520.8 202.821
1210.94 4632.81 198.812
1218.87 6603.68 381.963
1234.02 6864.02 455.432
1195.57 7522.9 397.62
1216.59 9868.69 931.227
1221.88 11392.2 744.625
1292.9 8285.29 565.728
1260.51 8722.9 831.681
1231.62 8947.06 692.511
1271.88 10331.2 968.688
1210.78 11114 788.205
1293.16 1609.08 224.137
1289.06 9151.56 739.812
1262.5 9276.56 766.938
1279.2 10993.9 864.304
1258.18 11548.1 809.361
1275 11890.9 842.711
1262.89 12134.1 923.117
1324.51 2669.61 293.108
1257.69 5463.86 326.95
1312.11 6533.3 444.418
1293.69 8431.31 525.117
1289.49 8814.72 851.277
1320.84 9443.87 1027.57
1289.02 9717.06 983.25
1289.49 10033.4 844.228
1267.95 10894 834.431
1325 2425 257.062
1293.75 5114.06 241.688
1289.26 8545.57 566.693
1347.06 9920.1 873.553
1342.03 11777 763.499
1328.98 6258.18 366.513
1350 8957.81 835.438
1346.88 12775 870
1387.11 2875 267.703
1379.69 3404.69 227.375
1390.14 3552.25 199.812
1386.03 7431.13 325.767
1348.04 7887.51 381.856
1379.69 8784.38 898.312
1364.49 9272.67 891.109
1390.62 10623.4 948.125
1379.2 10835.5 844.85
1376.56 11468.8 711.5
1376.56 11962.5 822.5
1384.08 12605.3 859.047
1384.86 1571.97 208.445
1421.88 1910.94 223.875
1423.13 9587.84 1093.29
1370.57 11345.6 690.109
1461.33 2475 315.273
1441.82 2579.2 312.042
1442.19 3014.06 273
1431.05 5360.64 273.621
1439.72 6064.94 265.548
1400.78 6171.97 328.324
1407.81 6723.44 447.125
1439.71 7067.16 495.173
1407.81 7195.31 417.812
1406.84 8531.05 621.879
1414.98 8658.97 736.86
1417.19 9057.81 981.875
1431.05 11862.1 782.918
1423.44 12512.5 882.312
1431.25 1684.38 241.125
1435.28 5644.15 284.068
1452.45 6528.68 433.333
1481.31 5478.98 257.68
1514.22 5911.52 260.275
1473.77 8138.97 658.153
1465.92 8256.05 760.555
1465.62 8887.5 978.562
1499.51 9073.77 1033.55
1460.94 9273.44 1044.5
1470.8 9783.18 1017.97
1458.22 11108 743.26
1491.82 11348.1 755.47
1559.38 3481.25 211.438
1475 8476.56 687.312
1525.04 9487.98 1118.13
1806.25 0 182.125
1524.27 3932.63 193.851
1506.97 6311.98 321.672
1517.19 6890.62 407.188
1521.97 7303.81 431.98
1533.41 7950 493.885
1525 8240.92 773
1526.56 8756.25 897.688
1518.69 10497.7 987.732
1512.39 11781.3 790.872
1545.84 11941.4 848.647
1501.96 12157 869.771
1548.77 1483.58 200.217
1564.06 6701.56 402.625
1560.51 8873.13 897.361
1550 9277.1 1043.4
1583.41 1159.83 193.625
1596.88 1723.44 223.625
